You are using Paddle compiled with TensorRT, but TensorRT dynamic library is not found. Ignore this if TensorRT is not needed.
/usr/local/lib/python3.7/site-packages/pkg_resources/_vendor/pyparsing.py:943: DeprecationWarning: Using or importing the ABCs from 'collections' instead of from 'collections.abc' is deprecated, and in 3.8 it will stop working
  collections.MutableMapping.register(ParseResults)
/usr/local/lib/python3.7/site-packages/setuptools/depends.py:2: DeprecationWarning: the imp module is deprecated in favour of importlib; see the module's documentation for alternative uses
  import imp
2021-06-07 18:16:02 INFO: 
===========================================================
==        PaddleClas is powered by PaddlePaddle !        ==
===========================================================
==                                                       ==
==   For more info please go to the following website.   ==
==                                                       ==
==       https://github.com/PaddlePaddle/PaddleClas      ==
===========================================================

2021-06-07 18:16:02 INFO: ARCHITECTURE : 
2021-06-07 18:16:02 INFO:     name : ResNet50
2021-06-07 18:16:02 INFO: ------------------------------------------------------------
2021-06-07 18:16:02 INFO: LEARNING_RATE : 
2021-06-07 18:16:02 INFO:     function : Piecewise
2021-06-07 18:16:02 INFO:     params : 
2021-06-07 18:16:02 INFO:         decay_epochs : [30, 60, 90]
2021-06-07 18:16:02 INFO:         gamma : 0.1
2021-06-07 18:16:02 INFO:         lr : 0.1
2021-06-07 18:16:02 INFO: ------------------------------------------------------------
2021-06-07 18:16:02 INFO: OPTIMIZER : 
2021-06-07 18:16:02 INFO:     function : Momentum
2021-06-07 18:16:02 INFO:     params : 
2021-06-07 18:16:02 INFO:         momentum : 0.9
2021-06-07 18:16:02 INFO:     regularizer : 
2021-06-07 18:16:02 INFO:         factor : 0.0001
2021-06-07 18:16:02 INFO:         function : L2
2021-06-07 18:16:02 INFO: ------------------------------------------------------------
2021-06-07 18:16:02 INFO: TRAIN : 
2021-06-07 18:16:02 INFO:     batch_size : 96
2021-06-07 18:16:02 INFO:     data_dir : /data/
2021-06-07 18:16:02 INFO:     file_list : /data/train_list.txt
2021-06-07 18:16:02 INFO:     num_workers : 4
2021-06-07 18:16:02 INFO:     shuffle_seed : 0
2021-06-07 18:16:02 INFO:     transforms : 
2021-06-07 18:16:02 INFO:         DecodeImage : 
2021-06-07 18:16:02 INFO:             channel_first : False
2021-06-07 18:16:02 INFO:             to_np : False
2021-06-07 18:16:02 INFO:             to_rgb : True
2021-06-07 18:16:02 INFO:         RandCropImage : 
2021-06-07 18:16:02 INFO:             size : 224
2021-06-07 18:16:02 INFO:         RandFlipImage : 
2021-06-07 18:16:02 INFO:             flip_code : 1
2021-06-07 18:16:02 INFO:         NormalizeImage : 
2021-06-07 18:16:02 INFO:             mean : [0.485, 0.456, 0.406]
2021-06-07 18:16:02 INFO:             order : 
2021-06-07 18:16:02 INFO:             scale : 1./255.
2021-06-07 18:16:02 INFO:             std : [0.229, 0.224, 0.225]
2021-06-07 18:16:02 INFO:         ToCHWImage : None
2021-06-07 18:16:02 INFO: ------------------------------------------------------------
2021-06-07 18:16:02 INFO: classes_num : 1000
2021-06-07 18:16:02 INFO: enable_addto : True
2021-06-07 18:16:02 INFO: epochs : 1
2021-06-07 18:16:02 INFO: fuse_elewise_add_act_ops : True
2021-06-07 18:16:02 INFO: image_shape : [3, 224, 224]
2021-06-07 18:16:02 INFO: is_distributed : False
2021-06-07 18:16:02 INFO: ls_epsilon : -1
2021-06-07 18:16:02 INFO: mode : train
2021-06-07 18:16:02 INFO: model_save_dir : ./output/
2021-06-07 18:16:02 INFO: pretrained_model : 
2021-06-07 18:16:02 INFO: print_interval : 1
2021-06-07 18:16:02 INFO: save_interval : 1
2021-06-07 18:16:02 INFO: topk : 5
2021-06-07 18:16:02 INFO: total_images : 1281167
2021-06-07 18:16:02 INFO: use_dali : False
2021-06-07 18:16:02 INFO: use_gpu : True
2021-06-07 18:16:02 INFO: use_mix : False
2021-06-07 18:16:02 INFO: valid_interval : 1
2021-06-07 18:16:02 INFO: validate : False
W0607 18:16:02.834127   219 device_context.cc:404] Please NOTE: device: 0, GPU Compute Capability: 7.0, Driver API Version: 11.2, Runtime API Version: 10.1
2021-06-07 18:16:20 INFO: epoch:0   train step:55   top1: 0.0208 top5: 0.0833 loss:  5.3553 lr: 0.100000, batch_cost: 0.24592 s, reader_cost: 0.00023 s, ips: 390.37484 images/sec.
2021-06-07 18:16:20 INFO: epoch:0   train step:56   top1: 0.0104 top5: 0.0938 loss:  5.5216 lr: 0.100000, batch_cost: 0.24590 s, reader_cost: 0.00023 s, ips: 390.40509 images/sec.
2021-06-07 18:16:20 INFO: epoch:0   train step:57   top1: 0.0000 top5: 0.0208 loss:  4.8952 lr: 0.100000, batch_cost: 0.24589 s, reader_cost: 0.00023 s, ips: 390.41258 images/sec.
2021-06-07 18:16:20 INFO: epoch:0   train step:58   top1: 0.0000 top5: 0.0625 loss:  6.1751 lr: 0.100000, batch_cost: 0.24589 s, reader_cost: 0.00023 s, ips: 390.42348 images/sec.
2021-06-07 18:16:21 INFO: epoch:0   train step:59   top1: 0.0000 top5: 0.0208 loss:  5.2022 lr: 0.100000, batch_cost: 0.24589 s, reader_cost: 0.00023 s, ips: 390.42102 images/sec.
2021-06-07 18:16:21 INFO: epoch:0   train step:60   top1: 0.0104 top5: 0.0625 loss:  5.1020 lr: 0.100000, batch_cost: 0.24888 s, reader_cost: 0.00023 s, ips: 385.73269 images/sec.
2021-06-07 18:16:21 INFO: epoch:0   train step:61   top1: 0.0000 top5: 0.0417 loss:  5.0615 lr: 0.100000, batch_cost: 0.24591 s, reader_cost: 0.00023 s, ips: 390.38491 images/sec.
2021-06-07 18:16:21 INFO: epoch:0   train step:62   top1: 0.0104 top5: 0.0417 loss:  6.5080 lr: 0.100000, batch_cost: 0.24590 s, reader_cost: 0.00023 s, ips: 390.40049 images/sec.
2021-06-07 18:16:21 INFO: epoch:0   train step:63   top1: 0.0104 top5: 0.0312 loss:  5.0351 lr: 0.100000, batch_cost: 0.24590 s, reader_cost: 0.00023 s, ips: 390.40268 images/sec.
2021-06-07 18:16:22 INFO: epoch:0   train step:64   top1: 0.0312 top5: 0.0625 loss:  5.4046 lr: 0.100000, batch_cost: 0.24591 s, reader_cost: 0.00023 s, ips: 390.39418 images/sec.
2021-06-07 18:16:22 INFO: epoch:0   train step:65   top1: 0.0104 top5: 0.0521 loss:  4.9496 lr: 0.100000, batch_cost: 0.24589 s, reader_cost: 0.00023 s, ips: 390.41984 images/sec.
2021-06-07 18:16:22 INFO: epoch:0   train step:66   top1: 0.0000 top5: 0.0417 loss:  4.9758 lr: 0.100000, batch_cost: 0.24588 s, reader_cost: 0.00023 s, ips: 390.43061 images/sec.
2021-06-07 18:16:22 INFO: epoch:0   train step:67   top1: 0.0312 top5: 0.0729 loss:  5.0852 lr: 0.100000, batch_cost: 0.24590 s, reader_cost: 0.00023 s, ips: 390.40242 images/sec.
2021-06-07 18:16:23 INFO: epoch:0   train step:68   top1: 0.0208 top5: 0.0729 loss:  5.5518 lr: 0.100000, batch_cost: 0.24591 s, reader_cost: 0.00023 s, ips: 390.37916 images/sec.
2021-06-07 18:16:23 INFO: epoch:0   train step:69   top1: 0.0000 top5: 0.0625 loss:  4.9707 lr: 0.100000, batch_cost: 0.24591 s, reader_cost: 0.00023 s, ips: 390.38613 images/sec.
2021-06-07 18:16:23 INFO: epoch:0   train step:70   top1: 0.0000 top5: 0.0312 loss:  4.8758 lr: 0.100000, batch_cost: 0.24848 s, reader_cost: 0.00023 s, ips: 386.34950 images/sec.
2021-06-07 18:16:23 INFO: epoch:0   train step:71   top1: 0.0000 top5: 0.0208 loss:  5.1743 lr: 0.100000, batch_cost: 0.24596 s, reader_cost: 0.00023 s, ips: 390.30324 images/sec.
2021-06-07 18:16:24 INFO: epoch:0   train step:72   top1: 0.0104 top5: 0.0312 loss:  5.0741 lr: 0.100000, batch_cost: 0.24596 s, reader_cost: 0.00023 s, ips: 390.30206 images/sec.
2021-06-07 18:16:24 INFO: epoch:0   train step:73   top1: 0.0208 top5: 0.1250 loss:  5.2530 lr: 0.100000, batch_cost: 0.24597 s, reader_cost: 0.00023 s, ips: 390.29786 images/sec.
2021-06-07 18:16:24 INFO: epoch:0   train step:74   top1: 0.0104 top5: 0.0417 loss:  4.9978 lr: 0.100000, batch_cost: 0.24598 s, reader_cost: 0.00023 s, ips: 390.27285 images/sec.
2021-06-07 18:16:24 INFO: epoch:0   train step:75   top1: 0.0104 top5: 0.0521 loss:  4.9219 lr: 0.100000, batch_cost: 0.24597 s, reader_cost: 0.00023 s, ips: 390.29792 images/sec.
2021-06-07 18:16:25 INFO: epoch:0   train step:76   top1: 0.0104 top5: 0.1042 loss:  5.0298 lr: 0.100000, batch_cost: 0.24596 s, reader_cost: 0.00023 s, ips: 390.30532 images/sec.
2021-06-07 18:16:25 INFO: epoch:0   train step:77   top1: 0.0104 top5: 0.0312 loss:  5.1824 lr: 0.100000, batch_cost: 0.24598 s, reader_cost: 0.00023 s, ips: 390.27684 images/sec.
2021-06-07 18:16:25 INFO: epoch:0   train step:78   top1: 0.0312 top5: 0.1042 loss:  4.9093 lr: 0.100000, batch_cost: 0.24598 s, reader_cost: 0.00023 s, ips: 390.28183 images/sec.
2021-06-07 18:16:25 INFO: epoch:0   train step:79   top1: 0.0312 top5: 0.0833 loss:  4.8624 lr: 0.100000, batch_cost: 0.24597 s, reader_cost: 0.00023 s, ips: 390.29880 images/sec.
2021-06-07 18:16:26 INFO: epoch:0   train step:80   top1: 0.0000 top5: 0.0208 loss:  4.8493 lr: 0.100000, batch_cost: 0.24818 s, reader_cost: 0.00023 s, ips: 386.81474 images/sec.
2021-06-07 18:16:26 INFO: epoch:0   train step:81   top1: 0.0208 top5: 0.0312 loss:  5.2041 lr: 0.100000, batch_cost: 0.24599 s, reader_cost: 0.00023 s, ips: 390.25209 images/sec.
2021-06-07 18:16:26 INFO: epoch:0   train step:82   top1: 0.0104 top5: 0.0521 loss:  4.9561 lr: 0.100000, batch_cost: 0.24600 s, reader_cost: 0.00023 s, ips: 390.25075 images/sec.
2021-06-07 18:16:26 INFO: epoch:0   train step:83   top1: 0.0417 top5: 0.0833 loss:  4.8254 lr: 0.100000, batch_cost: 0.24600 s, reader_cost: 0.00023 s, ips: 390.23968 images/sec.
2021-06-07 18:16:27 INFO: epoch:0   train step:84   top1: 0.0104 top5: 0.0417 loss:  5.0050 lr: 0.100000, batch_cost: 0.24602 s, reader_cost: 0.00023 s, ips: 390.21402 images/sec.
2021-06-07 18:16:27 INFO: epoch:0   train step:85   top1: 0.0208 top5: 0.0833 loss:  4.8759 lr: 0.100000, batch_cost: 0.24602 s, reader_cost: 0.00023 s, ips: 390.21695 images/sec.
2021-06-07 18:16:27 INFO: epoch:0   train step:86   top1: 0.0208 top5: 0.0417 loss:  4.7458 lr: 0.100000, batch_cost: 0.24602 s, reader_cost: 0.00023 s, ips: 390.21194 images/sec.
2021-06-07 18:16:27 INFO: epoch:0   train step:87   top1: 0.0208 top5: 0.0521 loss:  4.7684 lr: 0.100000, batch_cost: 0.24604 s, reader_cost: 0.00023 s, ips: 390.18655 images/sec.
2021-06-07 18:16:28 INFO: epoch:0   train step:88   top1: 0.0208 top5: 0.0729 loss:  4.9485 lr: 0.100000, batch_cost: 0.24603 s, reader_cost: 0.00023 s, ips: 390.19510 images/sec.
2021-06-07 18:16:28 INFO: epoch:0   train step:89   top1: 0.0104 top5: 0.0312 loss:  5.0439 lr: 0.100000, batch_cost: 0.24602 s, reader_cost: 0.00023 s, ips: 390.20616 images/sec.
2021-06-07 18:16:28 INFO: epoch:0   train step:90   top1: 0.0104 top5: 0.0729 loss:  4.8833 lr: 0.100000, batch_cost: 0.24799 s, reader_cost: 0.00023 s, ips: 387.11397 images/sec.
2021-06-07 18:16:28 INFO: epoch:0   train step:91   top1: 0.0104 top5: 0.0625 loss:  4.8196 lr: 0.100000, batch_cost: 0.24606 s, reader_cost: 0.00023 s, ips: 390.15526 images/sec.
